Issue link,Commit link,change mode,Title,param_name
SPARK-13669,https://github.com/apache/spark/commit/9e50a1d37a4cf0c34e20a7c1a910ceaff41535a2,Add new code,Improve the blacklist mechanism to h……andle external shuffle service unavailable situation,spark.blacklist.application.fetchFailure.enabled
SPARK-16060,https://github.com/apache/spark/commit/f44ba910f58083458e1133502e193a9d6f2bf766,Add new code,[SQL] Support Vectorized ORC Reader,spark.sql.orc.enableVectorizedReader
SPARK-16501,https://github.com/apache/spark/commit/7f10cf83f311526737fc96d5bb8281d12e41932f,Add new code,[MESOS] Allow providing Mesos principal & secret via files,spark.mesos.secret.file spark.mesos.principal.file
SPARK-16630,https://github.com/apache/spark/commit/b56e9c613fb345472da3db1a567ee129621f6bf3,Add new code,[YARN] Blacklist a node if executors won't launch on it,spark.yarn.blacklist.executor.launch.blacklisting.enabled
SPARK-17074,https://github.com/apache/spark/commit/11b60af737a04d931356aa74ebf3c6cf4a6b08d6,Add new code,[SQL] Generate equi-height histogram in column statistics,spark.sql.statistics.histogram.enabled spark.sql.statistics.histogram.numBins spark.sql.statistics.percentile.accuracy
SPARK-17147,https://github.com/apache/spark/commit/eac0b067222a3dfa52be20360a453cb7bd420bf2,Add new code,[STREAMING][KAFKA] Allow non-consecutive offsets,spark.streaming.kafka.allowNonConsecutiveOffsets
SPARK-18278,https://github.com/apache/spark/commit/e9b2070ab2d04993b1c0c1d6c6aba249e6664c8d,Add new code,[SCHEDULER] Spark on Kubernetes - Basic Scheduler Backend,spark.kubernetes.namespace spark.kubernetes.executor.docker.image spark.kubernetes.docker.image.pullPolicy spark.kubernetes.authenticate.driver.serviceAccountName spark.kubernetes.driver.pod.name spark.kubernetes.executor.podNamePrefix spark.kubernetes.executor.memoryOverhead spark.kubernetes.allocation.batch.size spark.kubernetes.allocation.batch.delay spark.kubernetes.executor.limit.cores spark.kubernetes.executor.lostCheck.maxAttempts
SPARK-19112,https://github.com/apache/spark/commit/444bce1c98c45147fe63e2132e9743a0c5e49598,Add new code,[CORE] Support for ZStandard codec,spark.io.compression.zstd.bufferSize spark.io.compression.zstd.level
SPARK-19355,https://github.com/apache/spark/commit/4f175850985cfc4c64afb90d784bb292e81dc0b7,Add new code,Use map output statistics to improve global limit'……s parallelism,spark.sql.limit.flatGlobalLimit
SPARK-19724,https://github.com/apache/spark/commit/249007e37f51f00d14e596692aeac87fbc10b520,Add new code,SQL] create a managed table with an existed default tabe should throw an exception,spark.sql.allowCreatingManagedTableUsingNonemptyLocation
SPARK-20327,https://github.com/apache/spark/commit/3946de773498621f88009c309254b019848ed490,Add new code,"Add CLI support for YARN custom resources, like GPUs",spark.yarn.am.resource spark.yarn.driver.resource spark.yarn.executor.resource
SPARK-20653,https://github.com/apache/spark/commit/772e4648d95bda3353723337723543c741ea8476,Add new code,[CORE] Add cleaning of old elements from the status store.,spark.appStateStore.asyncTracking.enable spark.ui.retainedDeadExecutors
SPARK-20654,https://github.com/apache/spark/commit/8b497046c647a21bbed1bdfbdcb176745a1d5cd5,Add new code,[CORE] Add **CONFIG** to limit disk usage of the history server.,spark.history.store.maxDiskUsage
SPARK-20812,https://github.com/apache/spark/commit/fc45c2c88a838b8f46659ebad2a8f3a9923bc95f,Add new code,Add secrets support to the dispatcher,spark.mesos.driver.secret.names spark.mesos.driver.secret.values spark.mesos.driver.secret.envkeys spark.mesos.driver.secret.filenames
SPARK-20863,https://github.com/apache/spark/commit/2a23cdd078a7409d0bb92cf27718995766c41b1d,Add new code,Add metrics/instrumentation to LiveListenerBus,spark.scheduler.listenerbus.metrics.maxListenerClassesTimed
SPARK-20871,https://github.com/apache/spark/commit/2a53fbfce72b3faef020e39a1e8628d68bc95beb,Add new code,limit logging of Janino code,spark.sql.codegen.logging.maxLines
SPARK-21000,https://github.com/apache/spark/commit/8da3f7041aafa71d7596b531625edb899970fec2,Add new code,Add Mesos labels support to the Spark Dispatcher,spark.mesos.driver.labels
SPARK-21113,https://github.com/apache/spark/commit/1e978b17d63d7ba20368057aa4e65f5ef6e87369,Add new code,[CORE] Read ahead input stream to amortize disk IO cost,spark.unsafe.sorter.spill.read.ahead.fraction spark.unsafe.sorter.spill.read.ahead.enabled
SPARK-21595,https://github.com/apache/spark/commit/94439997d57875838a8283c543f9b44705d3a503,Add new code,Separate thresholds for buffering and spilling in Exter……nalAppendOnlyUnsafeRowArray,spark.sql.windowExec.buffer.in.memory.threshold spark.sql.sortMergeJoinExec.buffer.in.memory.threshold spark.sql.cartesianProductExec.buffer.in.memory.threshold
SPARK-21694,https://github.com/apache/spark/commit/ce0d3bb377766bdf4df7852272557ae846408877,Add new code,Support Mesos CNI network labels,spark.mesos.network.name spark.mesos.network.labels
SPARK-21717,https://github.com/apache/spark/commit/d20bbc2d87ae6bd56d236a7c3d036b52c5f20ff5,Add new code,[SQL] Decouple consume functions of physical operators in whole-stage codegen,spark.sql.codegen.splitConsumeFuncByOperator
SPARK-21917,https://github.com/apache/spark/commit/8319432af60b8e1dc00f08d794f7d80591e24d0c,Add new code,[CORE][YARN] Supporting adding http(s) resources in yarn mode,spark.yarn.dist.forceDownloadSchemes
SPARK-22036,https://github.com/apache/spark/commit/e28eb431146bcdcaf02a6f6c406ca30920592a6a,Add new code,[SQL] Decimal multiplication with high precision/scale often returns NULL,spark.sql.decimalOperations.allowPrecisionLoss
SPARK-22148,https://github.com/apache/spark/commit/fdd3bace1da01e5958fe0345c38e889e740ce25e,Add new code,TaskSetManager.abortIfCompletelyBlacklisted should not abort when all current executors are blacklisted but dynamic allocation is enabled,spark.scheduler.blacklist.unschedulableTaskSetTimeout
SPARK-22290,https://github.com/apache/spark/commit/dc2714da50ecba1bf1fdf555a82a4314f763a76e,Add new code,[CORE] Avoid creating Hive delegation tokens when not necessary.,spark.yarn.kerberos.relogin.period
SPARK-22395,https://github.com/apache/spark/commit/64817c423c0d82a805abd69a3e166e5bfd79c739,Add new code,[SQL][PYTHON] Fix the behavior of timestamp values for Pandas to respect session timezone,spark.sql.execution.pandas.respectSessionTimeZone
SPARK-22404,https://github.com/apache/spark/commit/f06bc0cd1dee2a58e04ebf24bf719a2f7ef2dc4e,Add new code,Provide an option to use unmanaged AM in yarn-client mode,spark.yarn.unmanagedAM.enabled
SPARK-22646,https://github.com/apache/spark/commit/3f4060c340d6bac412e8819c4388ccba226efcf3,Add new code,[K8S] Spark on Kubernetes - basic submission client,spark.kubernetes.submission.waitAppCompletion spark.kubernetes.report.interval spark.kubernetes.mountDependencies.jarsDownloadDir spark.kubernetes.mountDependencies.filesDownloadDir
SPARK-22757,https://github.com/apache/spark/commit/171f6ddadc6185ffcc6ad82e5f48952fb49095b2,Add new code,"[KUBERNETES] Enable use of remote dependencies (http, s3……, gcs, etc.) in Kubernetes mode",spark.kubernetes.initContainer.image spark.kubernetes.mountDependencies.timeout spark.kubernetes.mountDependencies.maxSimultaneousDownloads spark.kubernetes.initContainer.remoteJars spark.kubernetes.initContainer.remoteFiles spark.kubernetes.initContainer.configMapName spark.kubernetes.initContainer.configMapKey
SPARK-22771,https://github.com/apache/spark/commit/f2b3525c17d660cf6f082bbafea8632615b4f58e,Add new code,SQL] Concatenate binary inputs into a binary output,spark.sql.function.concatBinaryAsString
SPARK-22789,https://github.com/apache/spark/commit/8941a4abcada873c26af924e129173dc33d66d71,Add new code,Map-only continuous processing execution,spark.sql.streaming.continuous.executorQueueSize spark.sql.streaming.continuous.executorPollIntervalMs
SPARK-22880,https://github.com/apache/spark/commit/2333a34d390f2fa19b939b8007be0deb31f31d3c,Add new code,[SQL] Add cascadeTruncate option to JDBC datasource,cascadeTruncate
SPARK-22937,https://github.com/apache/spark/commit/e8af7e8aeca15a6107248f358d9514521ffdc6d3,Add new code,[SQL] SQL elt output binary for binary inputs,spark.sql.function.eltOutputAsString
SPARK-23032,https://github.com/apache/spark/commit/e57f394818b0a62f99609e1032fede7e981f306f,Add new code,Add a per-query codegenStageId to WholeStageCodegenExec,spark.sql.codegen.useIdInClassName
SPARK-23128,https://github.com/apache/spark/commit/c79f471d0475fd98ddeb1e6281551e42684837d2,Add new code,A new approach to do adaptive execution in Spark SQL,spark.sql.runtime.reoptimization.enabled
SPARK-23146,https://github.com/apache/spark/commit/571a6f0574e50e53cea403624ec3795cd03aa204,Add new code,Support client mode.,spark.kubernetes.authenticate.caCertFile spark.kubernetes.authenticate.serviceAccountName spark.kubernetes.authenticate.clientKeyFile spark.kubernetes.authenticate.clientCertFile spark.kubernetes.authenticate.oauthToken spark.kubernetes.authenticate.oauthTokenFile
SPARK-23153,https://github.com/apache/spark/commit/5e74570c8f5e7dfc1ca1c53c177827c5cea57bf1,Add new code,Support client dependencies with a Hadoop Compatib……le File System,spark.kubernetes.file.upload.path
SPARK-23173,https://github.com/apache/spark/commit/2ca9bb083c515511d2bfee271fc3e0269aceb9d5,Add new code,[SQL] Avoid creating corrupt parquet files when loading data from JSON,spark.sql.fromJsonForceNullableSchema
SPARK-23207,https://github.com/apache/spark/commit/94c67a76ec1fda908a671a47a2a1fa63b3ab1b06,Add new code,[SQL] Shuffle+Repartition on a DataFrame could lead to incorrect answers,spark.sql.execution.sortBeforeRepartition
SPARK-23257,https://github.com/apache/spark/commit/6c9c84ffb9c8d98ee2ece7ba4b010856591d383d,Add new code,Kerberos Support for Spark on K8S,spark.kubernetes.kerberos.krb5.path spark.kubernetes.kerberos.krb5.configMapName spark.kubernetes.hadoop.configMapName spark.kubernetes.kerberos.tokenSecret.name spark.kubernetes.kerberos.tokenSecret.itemKey
SPARK-23362,https://github.com/apache/spark/commit/0a73aa31f41c83503d5d99eff3c9d7b406014ab3,Add new code,[SS] Migrate Kafka Microbatch source to v2,spark.sql.streaming.disabledV2MicroBatchReaders
SPARK-23429,https://github.com/apache/spark/commit/9241e1e7e66574cfafa68791771959dfc39c9684,Add new code,Add executor memory metrics to heartbeat and expose in executors REST API,spark.eventLog.logStageExecutorMetrics.enabled
SPARK-23529,https://github.com/apache/spark/commit/5ff1b9ba1983d5601add62aef64a3e87d07050eb,Add new code,[K8S] Support mounting volumes,spark.kubernetes.driver.volumes.persistentVolumeClaim.checkpointpvc.mount.path spark.kubernetes.driver.volumes.persistentVolumeClaim.checkpointpvc.mount.readOnly spark.kubernetes.driver.volumes.persistentVolumeClaim.checkpointpvc.options.claimName spark.kubernetes.executor.volumes.persistentVolumeClaim.checkpointpvc.mount.path spark.kubernetes.executor.volumes.persistentVolumeClaim.checkpointpvc.mount.readOnly spark.kubernetes.executor.volumes.persistentVolumeClaim.checkpointpvc.options.claimName
SPARK-23549,https://github.com/apache/spark/commit/e4bec7cb88b9ee63f8497e3f9e0ab0bfa5d5a77c,Add new code,[SQL] Cast to timestamp when comparing timestamp with date,spark.sql.typeCoercion.compareDateTimestampInTimestamp
SPARK-23711,https://github.com/apache/spark/commit/a40ffc656d62372da85e0fa932b67207839e7fde,Add new code,[SQL] Add fallback generator for UnsafeProjection,spark.sql.codegen.factoryMode
SPARK-23715,https://github.com/apache/spark/commit/417ad92502e714da71552f64d0e1257d2fd5d3d0,Add new code,[SQL] the input of to/from_utc_timestamp can not have timezone,spark.sql.function.rejectTimezoneInString
SPARK-23727,https://github.com/apache/spark/commit/b02e76cbffe9e589b7a4e60f91250ca12a4420b2,Add new code,[SQL] Support for pushing down filters for DateType in p arquet,spark.sql.parquet.filterPushdown.date
SPARK-23817,https://github.com/apache/spark/commit/c0632cec04e5b0f3fb3c3f27c21a2d3f3fbb4f7e,Add new code,Create file source V2 framework and migrate ORC re……ad path,spark.sql.sources.read.useV1SourceList
SPARK-23966,https://github.com/apache/spark/commit/cbb41a0c5b01579c85f06ef42cc0585fbef216c5,Add new code,SS] Refactoring all checkpoint file writing logic in a common CheckpointFileManager interface,spark.sql.streaming.checkpointFileManagerClass
SPARK-23984,https://github.com/apache/spark/commit/1a644afbac35c204f9ad55f86999319a9ab458c6,Add new code,[K8S] Initial Python Bindings for PySpark on K8s,spark.kubernetes.python.pyFiles spark.kubernetes.python.mainAppResource spark.kubernetes.python.appArgs spark.kubernetes.memoryOverheadFactor spark.kubernetes.pyspark.pythonversion
SPARK-24215,https://github.com/apache/spark/commit/dbb4d83829ec4b51d6e6d3a96f7a4e611d8827bc,Add new code,[PYSPARK] Implement _repr_html_ for dataframes in PySpark,spark.sql.repl.eagerEval.enabled spark.sql.repl.eagerEval.maxNumRows spark.sql.repl.eagerEval.truncate
SPARK-24215,https://github.com/apache/spark/commit/6a0b77a55d53e74ac0a0892556c3a7a933474948,Add new code,PYSPARK][FOLLOW UP] Implement eager evaluation for DataFrame APIs in PySpark,spark.sql.repl.eagerEval.enabled spark.sql.repl.eagerEval.maxNumRows spark.sql.repl.eagerEval.truncate
SPARK-24232,https://github.com/apache/spark/commit/21e1fc7d4aed688d7b685be6ce93f76752159c98,Add new code,[K8S] Add support for secret env vars,spark.kubernetes.driver.secretKeyRef.ENV_VAR spark.kubernetes.executor.secrets.ENV_VAR
SPARK-24244,https://github.com/apache/spark/commit/64fad0b519cf35b8c0a0dec18dd3df9488a5ed25,Add new code,[SQL] Passing only required columns to the CSV parser,spark.sql.csv.parser.columnPruning.enabled
SPARK-24248,https://github.com/apache/spark/commit/270a9a3cac25f3e799460320d0fc94ccd7ecfaea,Add new code,[K8S] Use level triggering and state reconciliation in scheduling and lifecycle,spark.kubernetes.executor.apiPollingInterval spark.kubernetes.executor.eventProcessingInterval
SPARK-24326,https://github.com/apache/spark/commit/22df953f6bb191858053eafbabaa5b3ebca29f56,Add new code,[MESOS] add support for local:// scheme for the app jar,spark.mesos.appJar.local.resolution.mode
SPARK-24340,https://github.com/apache/spark/commit/8ef167a5f9ba8a79bb7ca98a9844fe9cfcfea060,Add new code,[CORE] Clean up non-shuffle disk block manager files following executor exits on a Standalone cluster,spark.storage.cleanupFilesAfterExecutorExit
SPARK-24433,https://github.com/apache/spark/commit/ba84bcb2c4f73baf63782ff6fad5a607008c7cd2,Add new code,Initial R Bindings for SparkR on K8s,spark.kubernetes.r.mainAppResource spark.kubernetes.r.appArgs
SPARK-24434,https://github.com/apache/spark/commit/f6cc354d83c2c9a757f9b507aadd4dbdc5825cca,Add new code,Support user-specified driver and executor pod templates,spark.kubernetes.driver.podTemplateFile spark.kubernetes.executor.podTemplateFile spark.kubernetes.driver.podTemplateContainerName spark.kubernetes.executor.podTemplateContainerName
SPARK-24479,https://github.com/apache/spark/commit/7703b46d2843db99e28110c4c7ccf60934412504,Add new code,[SS] Added **CONFIG** for registering streamingQueryListeners,spark.sql.streaming.streamingQueryListeners
SPARK-24549,https://github.com/apache/spark/commit/9549a2814951f9ba969955d78ac4bd2240f85989,Add new code,Support Decimal type push down to the parquet data…… sources,spark.sql.parquet.filterPushdown.decimal
SPARK-24572,https://github.com/apache/spark/commit/ddd1b1e8aec023e61b186c494ccbc182db2eb3ca,Add new code,"""eager execution"" for R shell, IDE",spark.sql.repl.eagerEval.enabled
SPARK-24594,https://github.com/apache/spark/commit/d2436a85294a178398525c37833dae79d45c1452,Add new code,[YARN] Introducing metrics for YARN,spark.yarn.metrics.namespace
SPARK-24638,https://github.com/apache/spark/commit/03545ce6de08bd0ad685c5f59b73bc22dfc40887,Add new code,[SQL] StringStartsWith support push down,spark.sql.parquet.filterPushdown.string.startsWith
SPARK-24717,https://github.com/apache/spark/commit/8b7d4f842fdc90b8d1c37080bdd9b5e1d070f5c0,Add new code,[SS] Split out max retain version of state for memory in HDFSBackedStateStoreProvider,spark.sql.streaming.maxBatchesToRetainInMemory
SPARK-24718,https://github.com/apache/spark/commit/43e4e851b642bbee535d22e1b9e72ec6b99f6ed4,Add new code,[SQL] Timestamp support pushdown to parquet data source,spark.sql.parquet.filterPushdown.timestamp
SPARK-24730,https://github.com/apache/spark/commit/6078b891da8fe7fc36579699473168ae7443284c,Add new code,[SS] Add policy to choose max as global watermark when streaming query has multiple watermarks,spark.sql.streaming.multipleWatermarkPolicy
SPARK-24763,https://github.com/apache/spark/commit/6c5cb85856235efd464b109558896f81ae2c4c75,Add new code,Remove redundant key data from value in streaming aggregation,spark.sql.streaming.aggregation.stateFormatVersion
SPARK-24768,https://github.com/apache/spark/commit/395860a986987886df6d60fd9b26afd818b2cb39,Add new code,Have a built-in AVRO data source implementation,spark.sql.avro.compression.codec spark.sql.avro.deflate.level
SPARK-24773,https://github.com/apache/spark/commit/7cf16a7fa4eb4145c0c5d1dd2555f78a2fdd8d8b,Add new code,Avro: support logical timestamp type with different precisions,spark.sql.avro.outputTimestampType
SPARK-24793,https://github.com/apache/spark/commit/05168e725d2a17c4164ee5f9aa068801ec2454f4,Add new code,Enhance spark-submit for app management,spark.kubernetes.appKillPodDeletionGracePeriod
SPARK-24802,https://github.com/apache/spark/commit/434319e73f8cb6e080671bdde42a72228bd814ef,Add new code,Add a new **CONFIG** for Optimization Rule Exclusion,spark.sql.optimizer.excludedRules
SPARK-24817,https://github.com/apache/spark/commit/388f5a0635a2812cd71b08352e3ddc20293ec189,Add new code,Implement BarrierTaskContext.barrier(),spark.barrier.sync.timeout
SPARK-24819,https://github.com/apache/spark/commit/bfb74394a5513134ea1da9fcf4a1783b77dd64e4,Add new code,Fail fast when no enough slots to launch the barrier stage on job submitted,spark.scheduler.barrier.maxConcurrentTasksCheck.interval spark.scheduler.barrier.maxConcurrentTasksCheck.maxFailures
SPARK-24918,https://github.com/apache/spark/commit/2f51e72356babac703cc20a531b4dcc7712f34af,Add new code,Executor Plugin API,spark.executor.plugins
SPARK-24920,https://github.com/apache/spark/commit/e103c4a5e72bab8862ff49d6d4c1e62e642fc412,Add new code,Allow sharing Netty's memory pool allocators,spark.network.sharedByteBufAllocators.enabled spark.network.io.preferDirectBufs
SPARK-24958,https://github.com/apache/spark/commit/90c77ea3132d0b7a12c316bd42fb8d0f59bee253,Add new code,Add memory from procfs to executor metrics.,spark.eventLog.logStageExecutorProcessTreeMetrics.enabled
SPARK-24966,https://github.com/apache/spark/commit/73dd6cf9b558f9d752e1f3c13584344257ad7863,Add new code,Implement precedence rules for set operations.,spark.sql.legacy.setopsPrecedence.enabled
SPARK-25118,https://github.com/apache/spark/commit/5f11e8c4cb9a5db037ac239b8fcc97f3a746e772,Add new code,Need a solution to persist Spark application console outputs when running in shell/yarn client mode,spark.driver.log.dfsDir spark.driver.log.persistToDfs.enabled
SPARK-25262,https://github.com/apache/spark/commit/da6fa3828bb824b65f50122a8a0a0d4741551257,Add new code,Allow SPARK_LOCAL_DIRS to be tmpfs backed on K8S,spark.kubernetes.local.dirs.tmpfs
SPARK-25271,https://github.com/apache/spark/commit/5ad03607d1487e7ab3e3b6d00eef9c4028ed4975,Add new code,Hive ctas commands should use data source if it is…… convertible,spark.sql.hive.convertMetastoreCtas
SPARK-25394,https://github.com/apache/spark/commit/bd2c4471311cd7e948c80b4927a903636ce0ce7e,Add new code,Expose App status metrics as Source,spark.app.status.metrics.enabled
SPARK-25496,https://github.com/apache/spark/commit/1d20d13149140f53df307f47420740f45b4fa5f6,Add new code,Deprecate from_utc_timestamp and to_utc_timestamp,spark.sql.legacy.utcTimestampFunc.enabled
SPARK-25501,https://github.com/apache/spark/commit/0166c7373eee2654c49c210927e4e290d103f24f,Add new code,Add kafka delegation token support.,spark.kafka.bootstrap.servers spark.kafka.security.protocol spark.kafka.sasl.kerberos.service.name spark.kafka.ssl.truststore.location spark.kafka.ssl.truststore.password spark.kafka.ssl.keystore.location spark.kafka.ssl.keystore.password spark.kafka.ssl.key.password
SPARK-25708,https://github.com/apache/spark/commit/78e133141ce8131c60181f947346802864b0951a,Add new code,HAVING without GROUP BY means global aggregate,spark.sql.legacy.parser.havingWithoutGroupByAsWhere
SPARK-25839,https://github.com/apache/spark/commit/6cd23482d1ae8c6a9fe9817ed51ee2a039d46649,Add new code,Implement use of KryoPool in KryoSerializer,spark.kryo.pool
SPARK-25855,https://github.com/apache/spark/commit/af3b8160704b27dd8ed2b95b61edeec6968685be,Add new code,Don't use Erasure Coding for event log files,spark.eventLog.allowErasureCoding
SPARK-25865,https://github.com/apache/spark/commit/e5c502c596563dce8eb58f86e42c1aea2c51ed17,Add new code,Add GC information to ExecutorMetrics,spark.eventLog.gcMetrics.youngGenerationGarbageCollectors spark.eventLog.gcMetrics.oldGenerationGarbageCollectors
SPARK-25960,https://github.com/apache/spark/commit/3df307aa515b3564686e75d1b71754bbcaaf2dec,Add new code,Support subpath mounting with Kubernetes,spark.kubernetes.executor.volumes.[VolumeType].[VolumeName].mount.subPath
SPARK-26085,https://github.com/apache/spark/commit/ab2eafb3cdc7631452650c6cac03a92629255347,Add new code,"Key attribute of non-struct type under typed aggregation should be named as ""key"" too",spark.sql.legacy.dataset.nameNonStructGroupingKeyAsValue
SPARK-26205,https://github.com/apache/spark/commit/0c23a39384b7ae5fb4aeb4f7f6fe72007b84bbd2,Add new code,"Optimize InSet expression for bytes, shorts, ints, dates",spark.sql.optimizer.inSetSwitchThreshold
SPARK-26215,https://github.com/apache/spark/commit/967e4cb0112e2dd94bc75251c23bb9e854ee97a0,Add new code,define reserved keywords after SQL standard,spark.sql.parser.ansi.enabled
SPARK-26239,https://github.com/apache/spark/commit/57d6fbfa8c803ce1791e7be36aba0219a1fcaa63,Add new code,File-based secret key loading for SASL.,spark.authenticate.secret.file spark.authenticate.secret.driver.file spark.authenticate.secret.executor.file
SPARK-26263,https://github.com/apache/spark/commit/5a140b7844936cf2b65f08853b8cfd8c499d4f13,Add new code,Validate partition values with user provided schema,spark.sql.sources.validatePartitionColumns
SPARK-26288,https://github.com/apache/spark/commit/8b0aa59218c209d39cbba5959302d8668b885cf6,Add new code,add initRegisteredExecutorsDB,spark.shuffle.service.db.enabled
SPARK-26311,https://github.com/apache/spark/commit/ae5b2a6a92be4986ef5b8062d7fb59318cff6430,Add new code,New feature: apply custom log URL pattern for executor log URLs in SHS,spark.history.custom.executor.log.url spark.history.custom.executor.log.url.applyIncompleteApplication
SPARK-26595,https://github.com/apache/spark/commit/2a67dbfbd341af166b1c85904875f26a6dea5ba8,Add new code,Allow credential renewal based on kerberos ticket cache,spark.kerberos.renewal.credentials
SPARK-26673,https://github.com/apache/spark/commit/df4c53e44bc9837a470ec66486237403868cb04f,Add new code,File source V2 writes: create framework and migrate ORC,spark.sql.sources.write.useV1SourceList
SPARK-26792,https://github.com/apache/spark/commit/d5bda2c9e8dde6afc075cc7f65b15fa9aa82231c,Add new code,Apply custom log URL to Spark UI,spark.ui.custom.executor.log.url
SPARK-26837,https://github.com/apache/spark/commit/0f2c0b53e8fb18c86c67b5dd679c006db93f94a5,Add new code,Pruning nested fields from object serializers,spark.sql.optimizer.serializer.nestedSchemaPruning.enabled
SPARK-26941,https://github.com/apache/spark/commit/cad475dcc9376557f882859856286e858002389a,Add new code,Fix incorrect computation of maxNumExecutorFailur……es in ApplicationMaster for streaming,spark.streaming.dynamicAllocation.enabled spark.streaming.dynamicAllocation.testing spark.streaming.dynamicAllocation.minExecutors spark.streaming.dynamicAllocation.maxExecutors spark.streaming.dynamicAllocation.scalingInterval spark.streaming.dynamicAllocation.scalingUpRatio spark.streaming.dynamicAllocation.scalingDownRatio
SPARK-27024,https://github.com/apache/spark/commit/db2e3c43412e4a7fb4a46c58d73d9ab304a1e949,Add new code,Executor interface for cluster managers to support GPU and other resources,spark.driver.resource.count
SPARK-27088,https://github.com/apache/spark/commit/074533334d01afdd7862a1ac6c5a7a672bcce3f8,Add new code,"Apply conf ""spark.sql.optimizer.planChangeLog.level"" to batch plan change in RuleExecutor",spark.sql.optimizer.planChangeLog.batches
SPARK-27378,https://github.com/apache/spark/commit/0ced4c0b132334dac27de3ce45fd4cab8261cfb5,Add new code,[YARN] YARN support for GPU-aware scheduling,yarn.io/gpu yarn.io/fpga
SPARK-27453,https://github.com/apache/spark/commit/26ed65f4150db1fa37f8bfab24ac0873d2e42936,Add new code,Pass partitionBy as options in DataFrameWriter,spark.sql.legacy.sources.write.passPartitionByAsOptions
SPARK-27665,https://github.com/apache/spark/commit/8949bc7a3c1133bc17dac25111b222a788b826a8,Add new code,Split fetch shuffle blocks protocol from OpenBlocks,spark.shuffle.useOldFetchProtocol
SPARK-27677,https://github.com/apache/spark/commit/e9f3f62b2c0f521f3cc23fef381fc6754853ad4f,Add new code,Serve local disk persisted blocks by the external service after releasing executor by dynamic allocation,Constants.SHUFFLE_SERVICE_FETCH_RDD_ENABLED Constants.SHUFFLE_SERVICE_FETCH_RDD_ENABLED
SPARK-4502,https://github.com/apache/spark/commit/f2d35427eedeacceb6edb8a51974a7e8bbb94bc2,Add new code,Parquet nested column pruning - foundation,spark.sql.nestedSchemaPruning.enabled
SPARK-6951,https://github.com/apache/spark/commit/653fe02415a537299e15f92b56045569864b6183,Add new code,[CORE] Speed up parsing of event logs during listing.,spark.history.fs.inProgressOptimization.enabled spark.history.fs.endEventReparseChunkSize
SPARK-9104,https://github.com/apache/spark/commit/445f1790ade1c53cf7eee1f282395648e4d0992c,Add new code,[CORE] Expose Netty memory metrics in Spark,io.enableVerboseMetrics
SPARK-23850,https://github.com/apache/spark/commit/ed7ba7db8fa344ff182b72d23ae458e711f63432,Add new code,Add separate **CONFIG** for SQL options redaction,spark.sql.redaction.options.regex
SPARK-24324,https://github.com/apache/spark/commit/a5849ad9a3e5d41b5938faa7c592bcc6aec36044,Add new code,[PYTHON] Pandas Grouped Map UDF should assign result columns by name,spark.sql.execution.pandas.groupedMap.assignColumnsByPosition
SPARK-26103,https://github.com/apache/spark/commit/812ad5546148d2194ab0e4230ee85b8f6a5be2fb,Add new code,Limit the length of debug strings for query plans,spark.sql.debug.maxPlanLength
SPARK-28228,https://github.com/apache/spark/commit/1a26126d8c5e9bb647f858db236c370685f2f2d,Add new code,[SQL] Fix substitution order of nested WITH clauses,spark.sql.legacy.cte.substitution.enabled
SPARK-28209,https://github.com/apache/spark/commit/abef84a868e9e15f346eea315bbab0ec8ac8e38,Add new code,[CORE][SHUFFLE] Proposed new shuffle writer API,spark.shuffle.sort.io.plugin.class
SPARK-26329,https://github.com/apache/spark/commit/80ab19b9fd268adfc419457f12b99a5da7b6d1c,Add new code,[CORE] Faster polling of executor memory metrics.,spark.executor.metrics.pollingInterval
SPARK-28344,https://github.com/apache/spark/commit/6fb79af48c1bb93e7baf5a3d5646d86a95acc93,Add new code,[SQL] detect ambiguous self-join and fail the query,spark.sql.analyzer.failAmbiguousSelfJoin
SPARK-27371,https://github.com/apache/spark/commit/cbad616d4cb0c58993a88df14b5e30778c7f7e8,Add new code,[CORE] Support GPU-aware resources scheduling in Standalone,spark.resources.coordinate.enable spark.resources.dir
SPARK-25151,https://github.com/apache/spark/commit/594c9c5a3ece0e913949c7160bb4925e5d289e4,Add new code,[SS] Apply Apache Commons Pool to KafkaDataConsumer,spark.kafka.consumer.cache.jmx.enable spark.kafka.consumer.cache.timeout spark.kafka.consumer.cache.evictorThreadRunInterval spark.kafka.consumer.fetchedData.cache.timeout spark.kafka.consumer.fetchedData.cache.evictorThreadRunInterval
SPARK-11150,https://github.com/apache/spark/commit/a7a3935c97d1fe6060cae42bbc9229c087b648a,Add new code,[SQL] Dynamic Partition Pruning,spark.sql.optimizer.dynamicPartitionPruning.enabled spark.sql.optimizer.dynamicPartitionPruning.useStats spark.sql.optimizer.dynamicPartitionPruning.fallbackFilterRatio spark.sql.optimizer.dynamicPartitionPruning.reuseBroadcast
SPARK-21870,https://github.com/apache/spark/commit/cb0cddffe9452937033e0e6b1fc0e600d2c787a,Add new code,[SQL] Split aggregation code into small functions,spark.sql.codegen.aggregate.splitAggregateFunc.enabled
SPARK-29064,https://github.com/apache/spark/commit/bbfaadb280a80b511a98d18881641c6d9851dd5,Add new code,[CORE] Add PrometheusResource to export Executor metrics,spark.ui.prometheus.enabled
